pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_eqt,st_mass,st_rad,st_teff,sy_dist,disc_year
"Kepler-515 b","Kepler-515",19.96371318000,,,,,0.13025248,,0.900000,0.830000,5293.00,,2016
"Kepler-221 e","Kepler-221",18.36991700000,0.1300000000,,,,0.23500000,,,0.821000,5243.00,385.23100000,2014
"Kepler-1351 b","Kepler-1351",0.91614076800,,,,,0.05798912,,0.700000,0.670000,4439.00,202.78200000,2016
"Kepler-1876 b","Kepler-1876",6.99205000000,0.0758000000,0.098000,89.13000,0.00755124,0.07609969,1299.00,1.187000,1.477000,6104.00,259.93500000,2021
"Kepler-1691 b","Kepler-1691",3.84820000000,,,,,0.16368185,,1.110000,1.131520,6000.00,1267.67000000,2020
"Kepler-1877 b","Kepler-1877",2.37756991400,,,,,0.05567732,,1.022000,0.936000,5615.00,285.31200000,2021
"Kepler-521 b","Kepler-521",22.20813214000,,,,,0.28370060,,1.340000,1.460000,6406.00,830.63800000,2016
"Kepler-1352 b","Kepler-1352",1.87788274800,,,,,0.07940048,,1.110000,1.160000,6118.00,670.82900000,2016
"Kepler-221 b","Kepler-221",2.79590600000,0.0370000000,,,,0.15300000,,,0.821000,5243.00,385.23100000,2014
"Kepler-1353 b","Kepler-1353",24.75439660000,,,,,0.16058524,,0.760000,0.720000,4776.00,593.38400000,2016
"Kepler-1354 b","Kepler-1354",76.61337700000,,,,,0.26496565,,1.160000,1.240000,6168.00,1119.45000000,2016
"Kepler-130 c","Kepler-130",27.50868000000,0.1780000000,0.000000,89.34000,,0.25900000,683.00,1.000000,1.170000,5879.00,316.66300000,2014
"Kepler-224 e","Kepler-224",18.64357700000,0.1240000000,,,,0.17600000,,,0.676000,5018.00,782.08800000,2014
"Kepler-1355 b","Kepler-1355",1.28958811200,,,,,0.13025248,,0.880000,0.830000,5352.00,911.26900000,2016
"Kepler-1356 b","Kepler-1356",0.63400293700,,,,,0.13649746,,0.820000,0.780000,5106.00,845.22800000,2016
"Kepler-1357 b","Kepler-1357",3.00913240000,,,,,0.11419395,,0.930000,0.900000,5597.00,1015.69000000,2016
"Kepler-462 c","Kepler-462",207.62000000000,,0.110000,,0.01887802,0.35685610,,1.590000,1.570000,7500.00,596.62500000,2020
"Kepler-1878 b","Kepler-1878",4.44587993600,,,,,0.26052305,,0.956000,0.865000,5918.00,1494.30000000,2021
"Kepler-226 d","Kepler-226",8.10904400000,0.0760000000,,,,0.10900000,,,0.802000,5571.00,980.13800000,2014
"Kepler-1358 b","Kepler-1358",7.06317341000,,,,,0.09991971,,0.820000,0.790000,5181.00,546.99800000,2016
"Kepler-1359 b","Kepler-1359",59.49709520000,,,,,0.25247569,,0.780000,0.720000,4709.00,614.85900000,2016
"Kepler-1879 b","Kepler-1879",10.61340046000,,,,,0.18423800,,1.023000,1.388000,5865.00,627.17100000,2021
"Kepler-1360 b","Kepler-1360",40.52864130000,,,,,0.30332768,,1.510000,1.830000,6778.00,1516.27000000,2016
"Kepler-1361 b","Kepler-1361",3.57554956000,,,,,0.07672406,,0.830000,0.790000,5131.00,389.14300000,2016
"Kepler-1362 b","Kepler-1362",136.20562600000,,,,,0.23195646,,0.800000,0.740000,4857.00,731.29800000,2016
"Kepler-1880 b","Kepler-1880",6.30921983700,,,,,0.18885412,,0.524000,0.530000,4380.00,611.04100000,2021
"Kepler-52 d","Kepler-52",36.44517100000,0.1820000000,,,,0.17400000,,,0.556000,4263.00,321.54200000,2014
"Kepler-1363 b","Kepler-1363",2.94194094000,,,,,0.11151753,,0.760000,0.720000,4839.00,541.71400000,2016
"Kepler-1364 b","Kepler-1364",13.32196237000,,,,,0.19181015,,1.490000,1.790000,6805.00,1056.90000000,2016
"Kepler-1365 b","Kepler-1365",7.69993485000,,,,,0.08207690,,1.000000,1.050000,5770.00,840.12800000,2016
"Kepler-1366 b","Kepler-1366",2.16457096800,,,,,0.12757605,,0.620000,0.600000,4070.00,465.82600000,2016
"Kepler-525 b","Kepler-525",18.68404933000,,,,,0.23463288,,0.950000,1.150000,5573.00,992.85200000,2016
"Kepler-1881 b","Kepler-1881",159.39399720000,,,,,0.26595138,,0.812000,0.874000,5135.00,1057.21000000,2021
"Kepler-446 b","Kepler-446",1.56540900000,,0.000000,87.42000,,0.13000000,,0.220000,0.240000,3359.00,96.33900000,2015
"Kepler-1367 b","Kepler-1367",1.57409027200,,,,,0.08207690,,0.620000,0.600000,4106.00,401.48400000,2016
"Kepler-231 b","Kepler-231",10.06527500000,0.0740000000,,,,0.15400000,,,0.490000,3767.00,316.61800000,2014
"Kepler-1882 b","Kepler-1882",13.78730011000,,,,,0.13263865,,1.068000,1.458000,5691.00,443.37100000,2021
"Kepler-526 b","Kepler-526",5.45849831600,,,,,0.17753591,,1.150000,1.140000,5894.00,666.14600000,2016
"Kepler-1692 b","Kepler-1692",5.95966000000,,,,,0.09918564,,0.870000,0.866139,5146.00,591.01900000,2020
"Kepler-1985 b","Kepler-1985",3.42064689000,0.0426000000,0.000000,82.03000,,0.20251618,1129.00,0.877000,0.966000,5370.00,,2023
"Kepler-1368 b","Kepler-1368",0.67564948600,,,,,0.14720314,,1.070000,1.080000,5906.00,1635.82000000,2016
"Kepler-235 c","Kepler-235",7.82490400000,0.0650000000,,,,0.11400000,,,0.554000,4255.00,428.01800000,2014
"Kepler-1369 b","Kepler-1369",25.87314800000,,,,,0.23998573,,0.990000,0.990000,5761.00,1236.56000000,2016
"Kepler-1370 b","Kepler-1370",20.26416840000,,,,,0.16415380,,1.190000,1.290000,6202.00,1004.10000000,2016
"Kepler-527 b","Kepler-527",13.28535633000,,,,,0.25336783,,1.280000,1.450000,6388.00,750.04000000,2016
"Kepler-1371 b","Kepler-1371",3.44620390000,,,,,0.06512624,,0.870000,0.830000,5361.00,515.33400000,2016
"Kepler-1883 b","Kepler-1883",103.42700200000,,,,,0.29004189,,1.086000,1.024000,6208.00,1377.61000000,2021
"Kepler-1372 b","Kepler-1372",1.31155556800,,,,,0.11330181,,0.980000,0.970000,5677.00,1303.22000000,2016
"Kepler-236 b","Kepler-236",8.29561100000,0.0650000000,,,,0.14000000,,,0.510000,3750.00,288.76300000,2014
"Kepler-1373 b","Kepler-1373",1.29123275000,,,,,0.10348827,,1.220000,1.330000,6299.00,1699.46000000,2016
"Kepler-1374 b","Kepler-1374",10.65276707000,,,,,0.20430012,,0.850000,0.810000,5323.00,1078.46000000,2016
"Kepler-1375 b","Kepler-1375",3.30041920000,,,,,0.15523240,,1.470000,1.780000,6704.00,1430.84000000,2016
"Kepler-1693 b","Kepler-1693",12.09990000000,,,,,0.11503115,,0.950000,0.878295,5432.34,760.06500000,2020
"Kepler-237 b","Kepler-237",4.71510600000,0.0500000000,,,,0.12600000,,,0.725000,4861.00,657.82200000,2014
"Kepler-528 b","Kepler-528",19.78297415000,,,,,0.18556517,,1.010000,1.060000,5807.00,784.23000000,2016
"Kepler-1376 b","Kepler-1376",5.30880656000,,,,,0.09367473,,0.980000,0.970000,5659.00,868.05600000,2016
"Kepler-1694 b","Kepler-1694",3.89526000000,,,,,0.10526009,,0.820000,0.756284,4954.00,513.32900000,2020
"Kepler-1377 b","Kepler-1377",0.74092842200,,,,,0.11151753,,0.860000,0.820000,5218.00,1146.10000000,2016
"Kepler-1378 b","Kepler-1378",11.95398936000,,,,,0.19627085,,0.700000,0.670000,4407.00,506.43400000,2016
"Kepler-141 c","Kepler-141",7.01060600000,0.0670000000,,,,0.12600000,,,0.787000,4910.00,301.18300000,2014
"Kepler-123 c","Kepler-123",26.69507400000,0.1810000000,,,,0.13200000,,,1.264000,6089.00,1021.66000000,2014
"Kepler-239 c","Kepler-239",56.22809800000,0.2680000000,,,,0.22400000,,,0.763000,4914.00,648.10900000,2014
"Kepler-1379 b","Kepler-1379",0.88184114600,,,,,0.11597823,,0.830000,0.790000,5188.00,971.32500000,2016
"Kepler-1884 b","Kepler-1884",8.98832035100,,,,,0.16184057,,0.993000,0.906000,5984.00,1443.09000000,2021
"Kepler-529 b","Kepler-529",1.98035766300,,,,,0.16593809,,1.070000,1.140000,6087.00,799.00800000,2016
"Kepler-1380 b","Kepler-1380",10.31082450000,,,,,0.12757605,,0.960000,0.940000,5570.00,2462.94000000,2016
"Kepler-243 c","Kepler-243",20.02621800000,0.1420000000,,,,0.17800000,,,0.842000,5228.00,693.86000000,2014
"Kepler-1381 b","Kepler-1381",25.38426860000,,,,,0.20073156,,0.960000,0.940000,5747.00,1197.04000000,2016
"Kepler-1382 b","Kepler-1382",16.35830550000,,,,,0.16772237,,1.360000,1.720000,6161.00,738.26100000,2016
"Kepler-245 c","Kepler-245",17.46081200000,0.1240000000,,,,0.19400000,,,0.795000,5100.00,861.52700000,2014
"Kepler-1383 b","Kepler-1383",13.90935830000,,,,,0.12579177,,1.260000,1.440000,6370.00,1027.21000000,2016
"Kepler-1384 b","Kepler-1384",15.36262753000,,,,,0.17307521,,0.780000,0.740000,4919.00,,2016
"Kepler-414 c","Kepler-414",7.17100000000,,,,0.09400000,0.26900000,,0.890000,0.946000,,413.46000000,2014
"Kepler-1385 b","Kepler-1385",2.88879862000,,,,,0.07583192,,1.150000,1.290000,5732.00,688.79500000,2016
"Kepler-46 d","Kepler-46",6.76658900000,0.0670000000,,,,0.14600000,,,0.790000,5309.00,777.06000000,2014
"Kepler-1885 b","Kepler-1885",2.52255988100,,,,,0.13481204,,0.977000,0.860000,5591.00,818.48200000,2021
"Kepler-1386 b","Kepler-1386",6.73972381000,,,,,0.11062539,,1.020000,1.030000,5733.00,835.88200000,2016
"Kepler-142 c","Kepler-142",4.76170200000,0.0570000000,,,,0.25500000,,,1.269000,5790.00,548.68600000,2014
"Kepler-1387 b","Kepler-1387",2.27952665600,,,,,0.08296904,,0.820000,0.770000,5046.00,455.35800000,2016
"Kepler-246 c","Kepler-246",11.18716100000,0.0950000000,,,,0.13400000,,,0.831000,5206.00,626.07800000,2014
"Kepler-1388 b","Kepler-1388",12.28546030000,,,,,0.23106432,,0.630000,0.610000,4098.00,453.79500000,2016
"Kepler-530 b","Kepler-530",39.30941904000,,,,,0.26853421,,0.970000,0.890000,5697.00,457.70900000,2016
"Kepler-1389 b","Kepler-1389",99.25309510000,,,,,0.15790882,,0.810000,0.740000,5078.00,497.09300000,2016
"Kepler-54 c","Kepler-54",12.07172490000,,,,,0.11000000,,0.510000,0.500000,3705.00,271.70100000,2012
"Kepler-1390 b","Kepler-1390",6.48021673000,,,,,0.10527255,,0.980000,0.980000,5753.00,723.43100000,2016
"Kepler-716 c","Kepler-716",3.96999000000,,,,,0.12425866,,0.830000,0.742183,5012.00,635.00900000,2020
"Kepler-55 c","Kepler-55",42.15164180000,,,,,0.19700000,,0.620000,0.580000,4362.00,578.79600000,2012
"Kepler-531 b","Kepler-531",29.88485741000,,,,,0.24801499,,0.780000,0.750000,4893.00,252.76200000,2016
"Kepler-250 d","Kepler-250",17.64831200000,0.1270000000,,,,0.19400000,,,0.805000,5160.00,760.58500000,2014
"Kepler-251 e","Kepler-251",99.64016100000,0.4040000000,,,,0.24700000,,,0.890000,5526.00,924.62500000,2014
"Kepler-26 e","Kepler-26",46.82791500000,0.2200000000,,,,0.21500000,,,0.571000,4486.00,335.30700000,2014
"Kepler-252 b","Kepler-252",6.66839100000,0.0580000000,,,,0.11000000,,,0.549000,4208.00,379.42400000,2014
"Kepler-255 b","Kepler-255",5.71460600000,0.0630000000,,,,0.13800000,,,0.933000,5573.00,1052.53000000,2014
"Kepler-256 d","Kepler-256",5.83917200000,0.0640000000,,,,0.22100000,,,1.301000,5551.00,1026.43000000,2014
"Kepler-258 c","Kepler-258",33.65307900000,0.1930000000,,,,0.32200000,,,0.915000,4942.00,575.98800000,2014
"Kepler-260 c","Kepler-260",76.05017800000,0.3320000000,,,,0.15500000,,,0.862000,5250.00,627.36500000,2014
"Kepler-532 b","Kepler-532",12.92491623000,,,,,0.22928004,,0.870000,0.790000,5192.00,312.79800000,2016
"Kepler-261 c","Kepler-261",24.57085800000,0.1560000000,,,,0.17800000,,,0.794000,5098.00,317.49900000,2014
"Kepler-264 c","Kepler-264",140.10126100000,0.5660000000,,,,0.25200000,,,1.550000,6158.00,942.17300000,2014
"Kepler-125 c","Kepler-125",5.77446400000,0.0510000000,,,,0.06600000,,,0.512000,3810.00,183.36500000,2014
"Kepler-755 c","Kepler-755",2.85313364400,,,,,0.11240967,,0.820000,0.770000,5043.00,399.03400000,2016
"Kepler-265 b","Kepler-265",6.84626200000,0.0690000000,,,,0.16600000,,,1.103000,5835.00,1280.25000000,2014
"Kepler-758 d","Kepler-758",20.49661970000,,,,,0.18913373,,1.160000,1.420000,6228.00,1502.32000000,2016
"Kepler-266 c","Kepler-266",107.72360100000,0.4570000000,,,,0.34700000,,,1.028000,5885.00,1370.79000000,2014
"Kepler-267 c","Kepler-267",6.87745000000,0.0600000000,,,,0.19000000,,,0.555000,4258.00,264.99300000,2014
"Kepler-533 b","Kepler-533",28.51120525000,,,,,0.30154340,,0.780000,0.720000,4758.00,302.95500000,2016
"Kepler-269 c","Kepler-269",8.12789900000,0.0810000000,,,,0.15100000,,,0.959000,5847.00,2257.32000000,2014
"Kepler-272 d","Kepler-272",10.93730400000,0.0910000000,,,,0.20100000,,,0.929000,5297.00,889.60800000,2014
"Kepler-275 d","Kepler-275",35.67606200000,0.2240000000,,,,0.29700000,,,1.383000,6165.00,2034.25000000,2014
"Kepler-206 d","Kepler-206",23.44281000000,0.1630000000,,,,0.10600000,,,1.185000,5764.00,594.44700000,2014
"Kepler-208 e","Kepler-208",16.25945800000,0.1320000000,,,,0.13200000,,,1.314000,6092.00,775.32800000,2014
"Kepler-344 c","Kepler-344",125.59680900000,0.4880000000,,,,0.26300000,,,0.976000,5774.00,1002.94000000,2014
"Kepler-345 b","Kepler-345",7.41556300000,0.0660000000,,,,0.06600000,,,0.623000,4504.00,,2014
"Kepler-524 b","Kepler-524",7.97419807000,,,,,0.17039879,,1.090000,1.100000,6014.00,1058.24000000,2016
"Kepler-346 c","Kepler-346",23.85154900000,0.1680000000,,,,0.27400000,,,1.021000,6033.00,984.10500000,2014
"Kepler-1050 c","Kepler-1050",21.12845690000,,,,,0.13203676,,1.090000,1.130000,6010.00,490.48800000,2016
"Kepler-349 c","Kepler-349",12.24762900000,0.1050000000,,,,0.17500000,,,0.927000,5956.00,940.72400000,2014
"Kepler-350 d","Kepler-350",26.13600000000,,,,0.04700000,0.25000000,,1.000000,1.250000,,956.85900000,2013
"Kepler-350 b","Kepler-350",11.18956200000,0.1040000000,,,,0.16500000,,,1.534000,6186.00,956.85900000,2014
"Kepler-351 b","Kepler-351",37.05491900000,0.2140000000,,,,0.27300000,,,0.854000,5643.00,1083.91000000,2014
"Kepler-352 b","Kepler-352",10.05537000000,0.0850000000,,,,0.07700000,,,0.781000,5212.00,252.73300000,2014
"Kepler-267 d","Kepler-267",28.46451500000,0.1540000000,,,,0.20300000,,,0.555000,4258.00,264.99300000,2014
"Kepler-353 b","Kepler-353",5.79527800000,0.0510000000,,,,0.07900000,,,0.504000,3903.00,384.69400000,2014
"Kepler-1664 b","Kepler-1664",14.38680000000,,,,,0.27060456,,,,5735.81,626.69100000,2020
"Kepler-85 c","Kepler-85",12.51000000000,,0.027000,,0.00676466,0.17646564,,0.928000,0.875000,5505.20,765.02500000,2012
"Kepler-85 d","Kepler-85",17.91323000000,0.1300000000,,,,0.10700000,,,0.893000,5436.00,765.02500000,2014
"Kepler-85 e","Kepler-85",25.21675100000,0.1630000000,,,,0.11300000,,,0.893000,5436.00,765.02500000,2014
"Kepler-354 d","Kepler-354",24.20984200000,0.1460000000,,,,0.11100000,,,0.674000,4648.00,554.06400000,2014
"Kepler-355 b","Kepler-355",11.03189000000,0.1020000000,,,,0.13000000,,,1.066000,6184.00,1432.17000000,2014
"Kepler-356 b","Kepler-356",4.61269600000,0.0570000000,,,,0.14000000,,,1.335000,6133.00,707.55900000,2014
"Kepler-357 b","Kepler-357",6.47543400000,0.0630000000,,,,0.16400000,,,0.834000,5036.00,688.57300000,2014
"Kepler-357 c","Kepler-357",16.85837000000,0.1200000000,,,,0.23800000,,,0.834000,5036.00,688.57300000,2014
"Kepler-358 b","Kepler-358",34.06046700000,0.2100000000,,,,0.24300000,,,0.954000,5908.00,1101.10000000,2014
"Kepler-60 c","Kepler-60",8.91870000000,,,,0.01211339,0.16950665,,1.041000,1.257000,5905.00,1025.10000000,2012
"Kepler-60 d","Kepler-60",11.89810000000,,,,0.01308876,0.17753591,,1.041000,1.257000,5905.00,1025.10000000,2012
"Kepler-359 b","Kepler-359",25.56322200000,0.1780000000,,,,0.31500000,,,1.086000,6248.00,1443.21000000,2014
"Kepler-360 c","Kepler-360",7.18643400000,0.0750000000,,,,0.18700000,,,1.058000,6053.00,876.04400000,2014
"Kepler-417 b","Kepler-417",12.33100000000,,,,0.03500000,0.20600000,,0.900000,0.806000,,973.98900000,2014
"Kepler-363 c","Kepler-363",7.54242700000,0.0790000000,,,,0.15100000,,,1.485000,5593.00,762.59600000,2014
"Kepler-363 b","Kepler-363",3.61456800000,0.0480000000,,,,0.10300000,,,1.485000,5593.00,762.59600000,2014
"Kepler-364 b","Kepler-364",25.74571800000,0.1780000000,,,,0.13800000,,,1.284000,6108.00,891.46200000,2014
"Kepler-272 b","Kepler-272",2.97135300000,0.0380000000,,,,0.12800000,,,0.929000,5297.00,889.60800000,2014
"KOI-351 h","KOI-351",331.60296000000,,0.027600,,0.63870943,,,1.242000,,,848.25400000,2013
"Kepler-366 c","Kepler-366",12.51616000000,0.1100000000,,,,0.16000000,,,1.048000,6209.00,1856.28000000,2014
"Kepler-1130 c","Kepler-1130",3.26663994800,,,,,0.07069294,,0.944000,0.842000,5450.00,249.34300000,2021
"Kepler-1130 d","Kepler-1130",4.27225017500,,,,,0.05751841,,0.944000,0.842000,5450.00,249.34300000,2021
"Kepler-367 c","Kepler-367",53.57863700000,0.2530000000,,,,0.10700000,,,0.695000,4710.00,188.02700000,2014
"Kepler-1802 c","Kepler-1802",33.13610077000,,,,,0.20715532,,0.649000,0.637000,4245.00,636.69400000,2021
"Kepler-1802 b","Kepler-1802",15.45020008000,,,,,0.14907689,,0.649000,0.637000,4245.00,636.69400000,2021
"Kepler-143 c","Kepler-143",27.08251100000,0.1810000000,,,,0.30100000,,,1.359000,5848.00,809.46700000,2014
"Kepler-415 b","Kepler-415",4.17600000000,,,,0.37700000,0.10800000,,0.670000,0.643000,,530.48700000,2014
"Kepler-369 b","Kepler-369",2.73275600000,0.0300000000,,,,0.10100000,,,0.471000,3591.00,,2014
"Kepler-370 b","Kepler-370",4.57953000000,0.0540000000,,,,0.14200000,,,0.900000,5852.00,1167.94000000,2014
"Kepler-373 c","Kepler-373",16.72594800000,0.1260000000,,,,0.11100000,,,0.845000,5787.00,1090.45000000,2014
"Kepler-374 d","Kepler-374",5.02821900000,0.0560000000,,,,0.11700000,,,0.911000,5977.00,1265.61000000,2014
"Kepler-374 b","Kepler-374",1.89780600000,0.0290000000,,,,0.09200000,,,0.911000,5977.00,1265.61000000,2014
"Kepler-375 b","Kepler-375",12.12593400000,0.1010000000,,,,0.12900000,,,0.837000,5826.00,1238.81000000,2014
"Kepler-534 b","Kepler-534",15.95994513000,,,,,0.19983941,,1.050000,0.980000,5884.00,570.65900000,2016
"Kepler-376 b","Kepler-376",4.92019900000,0.0570000000,,,,0.09500000,,,1.175000,5900.00,923.06700000,2014
"Kepler-377 b","Kepler-377",12.50952900000,0.1090000000,,,,0.12400000,,,1.224000,5949.00,823.80400000,2014
"Kepler-380 c","Kepler-380",7.63000400000,0.0780000000,,,,0.11300000,,,1.224000,6045.00,813.71300000,2014
"Kepler-381 b","Kepler-381",5.62902100000,0.0660000000,,,,0.08800000,,,1.568000,6152.00,267.32300000,2014
"Kepler-535 b","Kepler-535",4.90332155100,,,,,0.21054510,,1.180000,1.270000,6123.00,685.59900000,2016
"Kepler-381 d","Kepler-381",8.25629997300,,,,,0.09517248,,1.198000,2.188000,6197.00,267.32300000,2021
"Kepler-1208 b","Kepler-1208",11.08507637000,,,,,0.20697654,,0.800000,0.760000,5001.00,825.17600000,2016
"Kepler-1987 c","Kepler-1987",3.64830183000,0.0427000000,0.000000,89.75000,,0.11865486,860.00,0.799000,0.714000,4769.00,595.68300000,2023
"Kepler-382 c","Kepler-382",12.16270100000,0.0970000000,,,,0.14200000,,,0.945000,5600.00,935.44600000,2014
"Kepler-383 c","Kepler-383",31.20075100000,0.1720000000,,,,0.11100000,,,0.672000,4710.00,,2014
"Kepler-384 c","Kepler-384",45.34826900000,0.2360000000,,,,0.10100000,,,0.882000,5577.00,895.67800000,2014
"Kepler-385 b","Kepler-385",10.04368600000,0.0970000000,,,,0.24400000,,,1.126000,6326.00,1432.61000000,2014
"Kepler-387 c","Kepler-387",11.83754900000,0.0980000000,,,,0.07900000,,,1.046000,5774.00,801.05200000,2014
"Kepler-536 b","Kepler-536",1.82708229900,,,,,0.27656348,,0.920000,0.890000,5524.00,462.32200000,2016
"Kepler-388 c","Kepler-388",13.29700400000,0.0930000000,,,,0.07700000,,,0.586000,4498.00,,2014
"Kepler-1266 c","Kepler-1266",4.86631012000,,,,,0.14990120,,0.791000,0.831000,4996.00,849.31200000,2021
"Kepler-1987 b","Kepler-1987",2.34586300200,0.0318000000,0.000000,89.81000,,0.10973344,997.00,0.799000,0.714000,4769.00,595.68300000,2023
"Kepler-393 c","Kepler-393",14.61361200000,0.1240000000,,,,0.11900000,,,1.382000,6189.00,881.40400000,2014
"Kepler-394 c","Kepler-394",12.13068600000,0.1100000000,,,,0.14800000,,,1.132000,6402.00,1058.72000000,2014
"Kepler-394 d","Kepler-394",5.61358022700,,,,,0.13388087,,1.141000,1.101000,6398.00,1058.72000000,2021
"Kepler-292 c","Kepler-292",3.71533500000,0.0450000000,,,,0.13100000,,,0.826000,5299.00,1056.48000000,2014
"Kepler-395 b","Kepler-395",7.05434600000,0.0610000000,,,,0.09200000,,,0.556000,4262.00,421.38200000,2014
"Kepler-292 b","Kepler-292",2.58082700000,0.0350000000,,,,0.11800000,,,0.826000,5299.00,1056.48000000,2014
"Kepler-245 e","Kepler-245",3.21982105600,,,,,0.15612454,,0.860000,0.800000,5174.00,861.52700000,2016
"Kepler-298 d","Kepler-298",77.47363300000,0.3050000000,,,,0.22300000,,,0.582000,4465.00,518.20400000,2014
"Kepler-299 b","Kepler-299",2.92712800000,0.0400000000,,,,0.11800000,,,1.032000,5617.00,1052.24000000,2014
"Kepler-301 d","Kepler-301",13.75124300000,0.1120000000,,,,0.15600000,,,0.900000,5815.00,719.16600000,2014
"Kepler-301 c","Kepler-301",5.41902600000,0.0600000000,,,,0.12000000,,,0.900000,5815.00,719.16600000,2014
"Kepler-59 b","Kepler-59",11.86817070000,,,,,0.09800000,,1.040000,0.940000,6074.00,1163.22000000,2012
"Kepler-304 d","Kepler-304",9.65347100000,0.0800000000,,,,0.24500000,,,0.687000,4731.00,434.68400000,2014
"Kepler-304 c","Kepler-304",5.31594600000,0.0540000000,,,,0.19400000,,,0.687000,4731.00,434.68400000,2014
"Kepler-304 e","Kepler-304",1.49914695300,,,,,0.10705683,,0.800000,0.730000,4817.00,434.68400000,2016
"Kepler-305 c","Kepler-305",8.29100000000,,,,0.01900000,0.29400000,,0.760000,0.800000,,868.47700000,2013
"Kepler-54 d","Kepler-54",20.99569400000,0.1260000000,,,,0.13600000,,,0.554000,4252.00,271.70100000,2014
"Kepler-537 b","Kepler-537",3.24755521900,,,,,0.12579177,,1.070000,0.990000,5763.00,439.40000000,2016
"Kepler-305 e","Kepler-305",3.20538000000,,,,,0.16003348,,0.820000,0.827279,4974.00,868.47700000,2020
"Kepler-305 d","Kepler-305",16.74000000000,,,,0.01950738,0.24623113,,0.827000,0.792000,5090.00,868.47700000,2014
"Kepler-306 d","Kepler-306",17.32664400000,0.1200000000,,,,0.22000000,,,0.719000,4954.00,775.67900000,2014
"Kepler-306 e","Kepler-306",44.84097500000,0.2270000000,,,,0.20300000,,,0.719000,4954.00,775.67900000,2014
"Kepler-307 c","Kepler-307",13.07290000000,,,,0.01145266,0.19627085,,0.907000,0.814000,5367.00,575.58100000,2013
"Kepler-84 e","Kepler-84",27.43438900000,0.1810000000,,,,0.23200000,,,1.169000,6031.00,1023.90000000,2014
"Kepler-84 d","Kepler-84",4.22453700000,0.0520000000,,,,0.12300000,,,1.169000,6031.00,1023.90000000,2014
"Kepler-84 f","Kepler-84",44.55216900000,0.2500000000,,,,0.19600000,,,1.169000,6031.00,1023.90000000,2014
"Kepler-310 d","Kepler-310",92.87612500000,0.3920000000,,,,0.22000000,,,0.876000,5797.00,602.26800000,2014
"Kepler-414 b","Kepler-414",4.70000000000,,,,0.01100000,0.15300000,,0.890000,0.946000,,413.46000000,2014
"Kepler-55 e","Kepler-55",4.61753400000,0.0480000000,,,,0.13800000,,,0.619000,4503.00,578.79600000,2014
"Kepler-310 b","Kepler-310",13.93069800000,0.1110000000,,,,0.10600000,,,0.876000,5797.00,602.26800000,2014
"Kepler-903 c","Kepler-903",62.92285570000,,,,,0.22571148,,0.980000,0.970000,5682.00,1369.24000000,2016
"Kepler-311 c","Kepler-311",19.73828600000,0.1450000000,,,,0.12800000,,,1.188000,5905.00,778.65400000,2014
"Kepler-913 c","Kepler-913",5.93911981600,,,,,0.34419462,,1.294000,1.797000,6068.00,991.61800000,2021
"Kepler-313 c","Kepler-313",32.27327300000,0.2080000000,,,,0.22900000,,,1.536000,5727.00,,2014
"Kepler-142 b","Kepler-142",2.02415200000,0.0320000000,,,,0.17800000,,,1.269000,5790.00,548.68600000,2014
"Kepler-314 b","Kepler-314",2.46106900000,0.0350000000,,,,0.07400000,,,0.950000,5378.00,268.88100000,2014
"Kepler-55 f","Kepler-55",10.19854500000,0.0810000000,,,,0.14200000,,,0.619000,4503.00,578.79600000,2014
"Kepler-316 b","Kepler-316",2.24050800000,0.0270000000,,,,0.09500000,,,0.520000,4204.00,384.93800000,2014
"Kepler-949 c","Kepler-949",20.99757968000,0.1394000000,0.000000,89.76000,,0.26496611,582.00,0.817000,0.895000,5211.00,486.10500000,2023
"Kepler-317 c","Kepler-317",8.77501000000,0.0830000000,,,,0.15300000,,,0.941000,5497.00,940.58400000,2014
"Kepler-318 c","Kepler-318",11.81500700000,0.1050000000,,,,0.32800000,,,1.189000,5746.00,489.14100000,2014
"Kepler-411 b","Kepler-411",3.00515600000,0.0375000000,0.146000,87.40000,0.08054620,0.21420287,1138.00,0.870000,0.820000,,153.67600000,2013
"Kepler-319 d","Kepler-319",31.78192500000,0.1910000000,,,,0.20400000,,,0.903000,5526.00,503.43600000,2014
"Kepler-319 b","Kepler-319",4.36270500000,0.0510000000,,,,0.14500000,,,0.903000,5526.00,503.43600000,2014
"Kepler-321 b","Kepler-321",4.91537900000,0.0570000000,,,,0.15800000,,,1.194000,5740.00,384.54200000,2014
"Kepler-322 b","Kepler-322",1.65388800000,0.0270000000,,,,0.09000000,,,0.890000,5388.00,400.48000000,2014
"Kepler-323 b","Kepler-323",1.67832800000,0.0277800000,0.095000,88.30000,0.01227077,0.12320478,1838.00,1.015000,1.120000,6004.00,454.88300000,2014
"Kepler-250 b","Kepler-250",4.14814100000,0.0480000000,,,,0.10100000,,,0.805000,5160.00,760.58500000,2014
"Kepler-324 b","Kepler-324",4.38531500000,0.0500000000,,,,0.10200000,,,0.840000,5194.00,501.57400000,2014
"KOI-1831 d","Kepler-324",34.16900000000,,,,0.00701636,0.10081202,475.00,0.901000,0.835000,5233.00,501.57400000,2021
"Kepler-324 e","Kepler-324",13.97939968000,,,,,0.18187420,,0.844000,0.826000,5191.00,501.57400000,2021
